Codigo,Lat,Lon,Area
58235000,-22.5403,-44.7739,12800
58234880,-22.5681,-44.8636,12633
58230600,-22.545,-44.7919,12740
58230500,-22.5453,-44.7961,12732
58230150,-22.5833,-44.9556,12177
58218000,-22.6617,-45.0125,11500
58214250,-22.7072,-45.1278,11117
58212150,-22.7469,-45.1883,172
58204000,-22.8119,-45.1825,10800
58183000,-22.9117,-45.47,9600
58128200,-23.1992,-46.0183,1300
58128100,-23.1936,-46.0258,1300
58120000,-22.9475,-45.9194,456
58116900,-23.3303,-46.2811,350
58105300,-23.4153,-46.0244,5210
58096000,-23.3672,-45.8778,4920
58095000,-23.3731,-45.8694,4920
58087300,-23.4144,-45.6081,4150
58087080,-23.4131,-45.6025,4150
58068000,-23.4211,-45.2889,437
58041000,-23.2375,-45.3064,1920
58040000,-23.2386,-45.3067,1950
57836000,-21.2067,-41.3467,3223
57835000,-21.1986,-41.3756,3220
57830000,-21.2061,-41.4639,2720
57779000,-21.1697,-41.5756,2623
57775700,-21.125,-41.7119,2276
57775500,-21.1069,-41.7275,1954
57775000,-21.0822,-41.7261,1940
57774800,-21.0722,-41.7219,1894
57774000,-21.0936,-41.71,215
57769000,-21.0164,-41.7156,1900
57768000,-20.9847,-41.7119,1830
57765000,-20.9561,-41.7175,1790
57760040,-20.9172,-41.7222,1774
57750100,-20.8744,-41.7167,1712
57750000,-20.8589,-41.7419,1598
57739000,-20.7725,-41.6808,410
57735000,-20.8019,-41.7694,955
57730000,-20.7528,-41.8772,282
57729000,-20.7467,-41.8742,280
57562000,-20.8744,-41.0975,4922
57555800,-20.8367,-41.1203,4922
57555500,-20.7833,-41.1356,4653
57552000,-20.7017,-41.0894,215
57551900,-20.6956,-41.0814,207
57480000,-20.5728,-41.2356,718
57479000,-20.5083,-41.2806,479
57474000,-20.4083,-41.2689,351
57473500,-20.4,-41.2664,495
57461000,-20.7619,-41.27,2759
57439000,-20.7633,-41.5286,176
57435000,-20.715,-41.5056,1980
57433000,-20.6761,-41.4961,1464
57432000,-20.6956,-41.515,1957
57430000,-20.6739,-41.5208,497
57420000,-20.5406,-41.6656,337
57415000,-20.4578,-41.6753,214
57413000,-20.6464,-41.4764,1329
57412000,-20.6303,-41.4886,1328
57410000,-20.5861,-41.4969,1098
57390000,-20.495,-41.4858,881
57370030,-20.4675,-41.4722,606
57370020,-20.4761,-41.4772,562
57370010,-20.4567,-41.4792,605
57370005,-20.4344,-41.5008,584
57257000,-20.6169,-40.7831,379
57256800,-20.6033,-40.8056,0
57256000,-20.6097,-40.7861,98
57255000,-20.6036,-40.8169,325
57200000,-20.3944,-40.5583,388
57199000,-20.3933,-40.5728,384
57155000,-20.3569,-40.6275,1050
57151000,-20.3628,-40.64,1040
57150800,-20.3283,-40.6356,1036
57150500,-20.3172,-40.6531,1036
57120080,-20.1019,-40.5153,1020
57120050,-20.0828,-40.5767,895
57119500,-20.0572,-40.6175,673
57119000,-20.0606,-40.6433,617
57118080,-20.0489,-40.7478,414
57117000,-20.1139,-40.8153,154
56998200,-19.4153,-40.0756,82100
56994500,-19.5333,-40.6297,76400
56992480,-19.5081,-40.8639,74000
56992400,-19.5008,-40.9186,73700
56992390,-19.5094,-41.0031,71780
56992380,-19.5328,-41.0089,2130
56992370,-19.6903,-41.0267,1821
56991380,-19.9719,-41.1106,1255
56991350,-19.9689,-41.0964,1255
56991300,-19.9694,-41.0678,1267
56990850,-19.4564,-41.0956,62400
56990005,-19.4917,-41.1614,8720
56987000,-19.9828,-41.7172,1036
56986800,-19.9864,-41.7189,1030
56984000,-20.0414,-41.7503,632
56983800,-20.0461,-41.7428,630
56983500,-20.0536,-41.7328,623
56982500,-20.1628,-41.7419,341
56979600,-19.4439,-41.5878,3440
56979550,-19.4367,-41.6142,0
56979500,-19.4533,-41.6639,0
56979000,-19.4975,-41.6628,3040
56978300,-19.6111,-41.8033,2740
56978200,-19.6136,-41.8031,2690
56975500,-19.7689,-41.7883,2242.06
56975000,-19.8011,-41.7869,2193.85
56972080,-19.8275,-41.8094,2062
56972000,-19.8322,-41.8003,2060
56962080,-20.27,-41.9628,299
56960180,-19.8728,-41.8108,2055
56960150,-19.9667,-41.8514,603
56960100,-20.2278,-41.9956,0
56960080,-20.2708,-42.0469,333
56960003,-20.2358,-42.0108,577.62
56933010,-19.0633,-41.5308,0
56919500,-18.9717,-41.6417,55100
56895000,-18.8092,-41.7969,12400
56892200,-18.6031,-41.8436,9940
56892150,-18.5997,-41.8481,0
56892100,-18.5725,-41.9147,9784
56891900,-18.5747,-41.9178,9770
56885000,-18.4756,-42.0494,9139
56850000,-18.8831,-41.9508,40500
56846860,-18.7611,-42.1739,0
56846801,-18.7186,-42.2622,536
56846480,-18.72,-42.2692,536
56846200,-18.9706,-42.0883,38500
56846080,-19.0214,-42.125,38400
56846020,-18.9506,-42.3606,1970
56845150,-18.8981,-42.6825,1108
56845100,-18.8939,-42.6856,1064
56844700,-18.9456,-42.5283,1445
56844500,-18.9406,-42.5603,1430
56844000,-18.9558,-42.4711,1485
56843500,-18.9386,-42.4858,1477
56831000,-19.2369,-42.3075,34829.3
56830800,-19.3272,-42.3972,21168
56825000,-19.1881,-42.4228,10200
56820100,-19.1222,-42.6619,9560
56820080,-19.1167,-42.6631,9410
56819081,-19.1464,-42.7486,2480
56819080,-19.1653,-42.775,6530
56812000,-19.0858,-42.8525,2200
56811000,-19.0786,-42.8667,2200
56810500,-19.0711,-42.8711,0
56808000,-19.0675,-42.8894,0
56803000,-19.0567,-42.9253,2144
56802500,-19.0419,-42.9261,214.4
56802000,-19.0381,-42.9233,2012
56800800,-19.0025,-42.9467,1936
56800700,-18.975,-43.0181,1998
56800500,-18.9144,-43.0764,1936
56795000,-18.6331,-43.2078,1896
56787100,-19.3317,-43.0703,1270
56777500,-19.4233,-43.2008,780
56777000,-19.4503,-43.2408,715
56776500,-19.1717,-42.8175,6360
56719998,-19.3297,-42.3761,24200
56696000,-19.5247,-42.6408,5270
56690300,-19.52,-42.7667,124
56690200,-19.5053,-42.7697,122
56688081,-19.6378,-42.8225,4682
56688080,-19.6461,-42.85,4260
56675080,-19.6808,-42.9061,4060
56675000,-19.7083,-42.9608,4060
56674000,-19.7686,-43.0358,3052
56666000,-19.8028,-43.0067,423
56661000,-19.7667,-43.0261,3060
56660002,-19.7289,-42.9847,4047
56652000,-19.815,-43.2606,1290
56651800,-19.8139,-43.2661,1300
56651000,-19.8194,-43.3539,792
56650600,-19.8278,-43.3589,0
56650500,-19.8411,-43.3528,784
56650080,-19.8936,-43.3664,725
56640001,-19.9714,-43.4561,425
56620100,-19.8464,-43.1231,1310
56620000,-19.8561,-43.12,1298
56610100,-19.93,-43.1731,1160
56610000,-19.9317,-43.1731,1160
56599000,-19.9967,-43.2347,965.59
56568050,-19.7978,-42.3022,0
56568000,-19.8011,-42.3017,485.6
56565080,-19.8228,-42.3189,360
56565060,-19.8292,-42.3183,220.7
56539000,-19.7769,-42.4764,15900
56510100,-20.0997,-42.4489,0
56450180,-20.1203,-42.4008,1330
56450100,-20.1178,-42.3964,0
56445000,-20.1733,-42.3769,1170
56444000,-20.1831,-42.3653,1162
56443000,-20.1886,-42.3486,1090
56440000,-20.2836,-42.3392,609
56425000,-19.9944,-42.6744,10100
56401100,-19.4836,-41.0939,0
56338500,-20.1975,-42.8511,8900
56338370,-19.4992,-40.7586,0
56338360,-19.5058,-41.0139,0
56338300,-18.9706,-42.0881,0
56338260,-19.3206,-42.3644,0
56338250,-19.5542,-42.5214,0
56338200,-20.0142,-42.7444,0
56338080,-20.2064,-42.8542,8900
56338000,-20.2594,-42.895,8456
56337990,-20.2558,-42.9103,0
56337500,-20.2561,-42.9917,2229
56337200,-20.2975,-42.8922,5862
56336240,-20.2858,-43.0658,0
56336230,-20.3036,-43.2494,0
56336100,-20.2764,-43.4317,0
56335501,-20.2828,-43.0322,0
56335050,-20.3469,-43.1125,0
56230100,-20.4494,-43.2544,627
56230050,-20.4522,-43.2728,0
56220900,-20.4636,-43.4039,435.2
56212000,-20.4764,-43.4467,372
56209080,-20.4678,-43.4703,27.73
56208000,-20.4942,-43.4489,346
56194900,-20.4944,-43.5217,326
56194800,-20.4956,-43.5269,320
56149000,-20.3586,-43.2067,305
56148500,-20.3622,-43.2122,0
56110005,-20.3839,-42.9028,6230
56097000,-20.5461,-42.9694,4720
56096000,-20.545,-42.9622,5620
56094000,-20.5725,-43.0042,4680
56093000,-20.6694,-43.0875,4260
56092000,-20.6864,-43.3103,1400
56083000,-20.7772,-42.8806,25
55960000,-18.6511,-40.0889,12000
55885100,-18.6508,-40.1217,0
55810000,-18.6275,-40.1117,0
55720000,-17.8978,-40.1967,14500
55718000,-17.8783,-40.2014,14500
55664000,-17.6306,-40.6036,2778
55631000,-17.7042,-40.7617,9160
55611000,-17.7381,-41.1208,1850
55568000,-17.6017,-40.9794,5866
55566000,-17.595,-40.9867,5864
55560500,-17.4903,-41.2372,5127
55559000,-17.4278,-41.2328,2145
55510950,-17.5956,-41.4931,2082
55357000,-17.0822,-40.0772,515
55356000,-17.0756,-40.0853,338
55355800,-17.0725,-40.1058,323
55355600,-17.0706,-40.1544,288
55354100,-17.0747,-40.0692,169
55354000,-17.0656,-40.0675,168
54945000,-15.9478,-39.5225,68120
54940000,-15.9683,-39.5897,68100
54790000,-16.08,-40.0525,66600
54710500,-16.4272,-41.0131,50500
54530800,-16.7597,-42,40600
54502000,-16.8514,-42.0781,16000
54500000,-16.8508,-42.0789,16000
54200500,-16.6353,-42.2014,23681
54150001,-16.6781,-42.4867,16600
54140000,-16.7358,-42.5731,15819
54110005,-16.5925,-42.9164,4062
54095100,-16.6308,-43.3011,383.64
54095080,-16.6269,-43.3078,322.12
54010020,-17.3156,-43.2125,7708
53950000,-15.5686,-39.3044,30700
53880000,-15.6039,-39.5167,29400
53780000,-15.2414,-40.2333,2870
53713500,-14.845,-40.4747,0
53713000,-14.8436,-40.4753,0
53712000,-14.8075,-40.5033,0
53710900,-14.9361,-40.5653,0
53701500,-14.9247,-40.5928,0
53700500,-14.9475,-40.6208,0
53630000,-15.3397,-40.9328,16400
53625100,-15.4472,-40.8453,16095
53620000,-15.5133,-41.2367,13000
53540001,-15.4936,-41.4503,10800
53510100,-15.4928,-41.4519,10912.97
53510080,-15.5225,-41.5111,10700
53500001,-15.5581,-41.9778,1798.64
53493000,-15.7075,-42.1594,5520
53470000,-15.7,-42.3667,3910
53460500,-15.6686,-42.4533,2870
53320200,-15.2831,-39.1125,0
53170000,-14.8439,-39.3311,3850
53140000,-14.9339,-39.4675,2260
53130000,-15.1444,-39.7225,1360
53050000,-14.6744,-39.3769,632
52811100,-14.2086,-39.5461,47450
52790020,-14.3258,-39.4636,45400
52698000,-14.2344,-39.4589,45400
52697080,-14.2292,-39.4631,45400
52680010,-14.1444,-39.7317,46307
52570100,-13.8647,-40.0808,42890
52568080,-13.8689,-40.2358,38720
52405100,-13.8781,-40.8969,6980
52380100,-14.5694,-40.3014,0
52380000,-14.5714,-40.3017,0
52370900,-14.6186,-40.2936,0
52370010,-14.6097,-41.1375,6980
52365100,-14.9044,-41.9603,0
52365000,-14.91,-41.9628,0
52360100,-14.6286,-41.1889,7940
52360000,-14.6281,-41.1928,0
52350900,-14.7753,-41.3289,0
52300100,-14.9686,-41.4053,0
52300000,-14.9794,-41.4053,0
52290000,-15.0219,-41.4169,477
52270200,-14.3033,-42.3292,0
52270150,-14.3175,-42.3603,0
52255100,-14.4417,-41.5411,0
52255000,-14.4494,-41.53,0
52249800,-14.4725,-41.5122,0
52230000,-14.5461,-42.3219,0
52150000,-13.7603,-41.7992,0
52140000,-13.7586,-41.805,0
52138000,-13.7617,-41.9017,0
52130100,-13.5736,-41.8233,0
52130000,-13.5692,-41.8206,0
52120900,-13.4947,-41.8772,0
52080120,-14.0306,-40.9817,6980
52060100,-13.9603,-41.4703,0
52060000,-13.9069,-41.5003,3199
52059000,-13.9617,-41.4731,0
51890000,-13.5967,-39.1203,2860
51794100,-13.3511,-39.0886,1048
51794000,-13.3461,-39.1031,1047
51793900,-13.3433,-39.1289,1006
51750800,-12.9872,-38.8231,0
51750600,-13.0589,-39.2628,0
51750500,-13.0594,-39.2819,389
51490500,-12.5892,-38.9919,54000
51490080,-12.5844,-38.9989,53620
51460550,-11.5581,-40.5872,0
51460200,-11.5608,-40.6039,2070
51460130,-11.5681,-40.7172,0
51460050,-12.2331,-39.0461,11600
51432200,-11.4194,-39.4725,0
51418100,-11.5089,-40.0242,0
51418000,-11.5208,-40.0447,0
51417900,-11.6083,-40.2978,0
51370000,-12.5156,-39.3831,1910
51351000,-12.5867,-39.5217,37900
51346050,-12.4881,-39.6981,4700
51326200,-12.5142,-39.9339,5966
51326100,-12.5139,-39.9339,5890
51326000,-12.5133,-39.9339,5890
51325000,-12.3603,-40.0392,5580
51310000,-12.1811,-40.4056,2950
51290000,-12.2644,-40.4942,1710
51285000,-12.5633,-40.2231,0
51283000,-12.5356,-40.3164,0
51282000,-12.5331,-40.3475,0
51280000,-12.7622,-40.2136,22800
51279500,-12.7617,-40.2139,22800
51279000,-12.7658,-40.2144,22800
51278000,-12.765,-40.2308,22800
51272700,-12.9967,-38.6578,0
51265000,-12.7514,-40.2314,0
51264000,-12.7919,-40.3492,0
51261000,-13.0006,-40.5708,0
51240000,-12.9861,-40.9581,16500
51193000,-12.4892,-41.3289,6182
51124600,-13.0403,-40.7772,0
51124500,-13.0317,-40.8169,0
51108000,-12.9986,-41.3906,1780
51105600,-13.0194,-41.4322,0
51105500,-13.0758,-41.4397,1130
50912250,-12.8978,-38.3828,0
50912200,-12.8978,-38.3833,48
50912100,-12.8592,-38.3972,29
50909000,-12.8358,-38.3242,0
50905300,-12.6739,-38.3758,400
50903280,-12.6086,-38.4386,0
50903260,-12.6058,-38.4289,0
50843100,-12.5628,-38.1606,0
50843000,-12.5617,-38.1617,0
50842900,-12.5256,-38.2928,0
50795000,-12.5119,-38.0667,4700
50785000,-12.3761,-38.1331,4480
50660000,-12.0536,-37.755,4380
50595000,-11.7347,-37.8033,35200
50520000,-11.0603,-38.8372,26100
50497000,-11.2525,-39.0983,0
50475600,-10.6544,-39.7264,0
50475500,-10.6528,-39.7217,2390
50468000,-10.3003,-39.7847,0
50467900,-10.2556,-39.8211,0
50465000,-10.9733,-39.6328,11800
50455000,-11.2303,-39.9656,887
50454900,-11.2642,-39.9661,0
50454800,-11.2225,-40.0283,0
50429000,-11.1878,-40.0519,0
50425100,-10.8544,-40.1706,0
50425000,-10.8539,-40.1742,2430
50424900,-10.8489,-40.2681,0
50418600,-11.3511,-40.4275,0
50418500,-11.3511,-40.4319,0
50418400,-11.3864,-40.4803,0
50380400,-10.8489,-40.2681,1470
50376000,-10.4883,-40.01,0
50375000,-10.4544,-40.0203,0
50371100,-10.6003,-40.3403,0
50371000,-10.5969,-40.3428,0
50370000,-10.5933,-40.3997,0
50360900,-10.8025,-40.3803,657
50360800,-10.7972,-40.4047,0
50310000,-10.3686,-40.0975,552
50290000,-11.5397,-37.5681,4480
50240000,-11.0553,-37.9108,0
50210000,-10.9589,-37.6678,0
50195000,-11.0547,-37.4758,103
50191000,-10.9431,-37.3469,15900
50187200,-10.9172,-37.2053,0
50169500,-10.6392,-37.6969,14300
50151600,-10.5675,-38.0669,0
50151500,-10.5706,-38.0706,304
50151400,-10.5858,-38.1033,0
50143100,-10.2853,-38.0536,11000
50143000,-10.2769,-38.0544,0
50142900,-10.2178,-38.0628,625
50142800,-10.2236,-38.1044,0
50142300,-9.8817,-38.8667,0
50142100,-9.8833,-39.0378,3720
50139500,-9.8814,-39.0394,0
50138900,-9.8553,-39.2278,504
50082000,-10.7203,-37.2886,0
50081000,-10.6756,-37.3606,0
50080000,-10.6642,-37.1903,2070
49706250,-10.2881,-36.5856,625600
49706000,-10.2142,-36.825,0
49705000,-10.2139,-36.8239,631000
49640000,-9.6794,-36.9772,0
49620000,-10.1939,-37.2272,0
49601000,-10.1147,-36.6131,0
49550000,-9.8961,-37.2425,0
49405000,-9.2847,-36.7014,0
49384000,-8.6122,-36.9122,0
49369800,-8.6314,-37.1319,0
49369500,-8.4953,-36.9436,0
49340200,-9.9725,-37.0025,622600
49340100,-9.6267,-37.7564,604000
49340080,-9.6181,-37.79,608700
49210080,-9.3908,-38.2033,599000
49210070,-9.4167,-38.2083,603683
49208080,-9.3575,-38.2075,603.68
49140000,-8.5089,-37.7031,4753
49092000,-8.0769,-37.6019,0
49091000,-8.0811,-37.3133,0
49090000,-8.0672,-37.2214,0
49042580,-9.1436,-38.3131,591465
48881000,-8.4686,-38.2236,53
48853000,-8.4464,-38.0744,0
48851000,-8.2042,-38.5278,0
48850001,-7.3189,-37.3044,10000
48841500,-7.9739,-38.3233,0
48840900,-7.7811,-38.8819,71
48839000,-8.0011,-38.2419,0
48822000,-7.7722,-37.4717,0
48815000,-7.6575,-37.6503,0
48807000,-7.7825,-37.7889,0
48805000,-7.7444,-37.6222,0
48803000,-7.6394,-37.3567,0
48802500,-7.4761,-37.2944,0
48699001,-8.7658,-38.9631,564603
48590001,-8.6261,-39.245,554700
48580000,-8.8092,-39.8256,529800
48575000,-8.0286,-39.0592,195
48573000,-8.0581,-39.0522,0
48570000,-9.4064,-40.5033,510800
48550000,-8.3911,-39.0672,0
48450000,-8.2283,-39.8956,5100
48439500,-8.1944,-40.4239,0
48439100,-7.5761,-40.4725,0
48439030,-7.6297,-39.5361,0
48439000,-7.8961,-40.1497,0
48410000,-7.8714,-39.9325,0
48408000,-7.9942,-39.7711,423
48407000,-8.0878,-39.4275,0
48396500,-7.8661,-39.185,175
48396000,-7.7258,-39.2664,0
48395500,-8.5731,-39.4619,555000
48380000,-7.7706,-40.3767,0
48376000,-7.7144,-40.5894,0
48258100,-9.5781,-39.885,0
48258000,-9.5825,-39.8847,0
48257900,-9.6564,-39.8886,0
48177000,-8.2275,-39.3728,0
48055000,-9.7478,-40.1733,0
48050000,-9.7492,-40.1714,0
48049000,-9.7975,-40.13,0
48020000,-9.4064,-40.5036,516000
47771000,-9.45,-40.8,498425
47750080,-9.4392,-40.8317,498425
47221000,-11.5483,-42.3361,1438
46998000,-11.0928,-43.1403,425000
46902000,-11.345,-43.8261,65900
46870000,-11.2356,-43.9494,22000
46770000,-10.9936,-45.5278,6930
46675000,-11.6106,-44.1567,39600
46590000,-11.8561,-45.12,7480
46570500,-11.9033,-45.6967,1782
46550000,-12.1525,-45.0094,24400
46543000,-12.1358,-45.1033,5380
46527000,-12.8317,-45.3061,487
46520000,-12.1944,-45.4897,1480
46455000,-12.4106,-45.1222,6350
46453500,-12.4286,-45.1528,6533
46453000,-12.4456,-45.1656,6150
46451000,-12.4525,-45.1903,6369
46450500,-12.4675,-45.2186,6250
46417000,-12.6897,-45.8508,420
46415000,-12.4306,-45.0856,4950
46360001,-11.5583,-43.2825,344800
46360000,-11.5583,-43.2825,345000
46230100,-13.44,-42.2219,0
46230000,-13.4356,-42.2106,0
46220900,-13.4225,-42.1608,0
46150001,-12.1825,-43.2231,323000
46038000,-13.0142,-42.5547,0
45960001,-13.2914,-43.9089,31000
45910001,-13.4006,-44.1989,29600
45880000,-13.5586,-44.3031,9550
45863000,-14.3972,-45.5197,1038
45850000,-13.9875,-45.3881,735
45840000,-13.7122,-44.6383,7130
45770000,-13.4528,-44.5689,5540
45764900,-13.6547,-45.0697,0
45760000,-13.7372,-45.4639,1520
45740001,-13.2853,-44.5617,7950
45701000,-13.2211,-45.1525,1978
45600000,-13.3344,-44.6208,3885
45595000,-13.3389,-44.6328,3880
45590000,-13.3406,-44.6386,3900
45588000,-13.3408,-44.6414,0
45586000,-13.3406,-44.6858,3650
45480000,-13.2572,-43.435,271000
45470900,-13.2569,-43.4353,272600
45400000,-13.5983,-42.87,0
45399000,-13.5919,-42.8622,0
45299180,-14.3725,-42.8031,0
45298900,-14.2953,-42.6453,0
45298000,-14.3044,-43.7633,254000
45154000,-14.2347,-44.6217,1349
44940000,-14.9228,-43.5014,22900
44907030,-15.8283,-43.2625,1630
44883000,-14.8253,-42.8069,0
44882900,-14.8458,-42.7586,0
44882000,-14.7664,-42.7944,0
44881900,-14.7331,-42.6939,0
44670000,-15.3431,-43.6756,12200
44640000,-15.7372,-43.5864,9450
44637900,-15.9408,-43.6419,0
44634500,-16.065,-43.7306,0
44630500,-16.1758,-43.7711,3750
44350000,-16.1086,-43.8561,884
44252000,-15.5136,-44.7539,0
44200000,-15.9494,-44.8678,184000
44190900,-15.9494,-44.8681,182537
43980002,-16.2681,-45.2369,24600
43300001,-15.5225,-46.2864,0
43200000,-16.3725,-45.07,154000
43190900,-16.3725,-45.07,153702
42980500,-16.5872,-45.1336,0
42480400,-16.1783,-47.0028,0
42480300,-16.19,-47.0256,4775
42480200,-16.1867,-47.0258,4771
42470500,-16.1917,-47.1692,4760
42459080,-16.2106,-47.3233,3657
42458300,-16.1936,-47.175,483
42458200,-16.2125,-47.2069,101.53
42454000,-16.0358,-47.415,98.7
42452200,-15.9514,-47.1669,1062
42450900,-15.9739,-47.3986,0
42450740,-15.8597,-47.4756,0
42450600,-15.9428,-47.3636,0
42450510,-15.8458,-47.3853,0
42450370,-15.7725,-47.3989,0
42450360,-15.8372,-47.3689,0
42450300,-15.6406,-47.3567,163
42450050,-15.5836,-47.3408,0
42449000,-15.9581,-47.3747,1060.4
42255500,-17.2656,-46.9556,0
42210000,-16.6572,-45.0808,107000
41990000,-17.5961,-44.7133,26500
41972000,-17.7497,-44.5,220
41818000,-18.3061,-44.2258,16600
41781950,-18.3489,-44.0283,385
41781900,-18.3628,-43.9597,36
41780002,-18.645,-44.0506,3980
41719080,-18.6381,-43.9647,1740.2
41718000,-18.6597,-43.8244,1521
41714500,-19.1792,-43.6889,80
41714000,-19.1639,-43.6717,73
41713000,-19.2817,-43.6169,258
41711000,-19.2642,-43.6058,258
41650002,-18.6728,-44.1939,10700
41410000,-19.2311,-44.0247,7080
41380000,-19.4619,-43.9036,564
41340000,-19.5597,-43.9111,4860
41320000,-19.6414,-43.6925,620
41315000,-19.6656,-43.6925,613
41311000,-19.6878,-43.6011,295
41200430,-19.9631,-43.8067,1930
41195050,-20.0919,-43.7919,1450
41193000,-20.1247,-43.865,106
41192900,-20.1656,-43.8928,0
41180500,-20.2242,-43.8039,487
41153050,-20.2628,-43.6975,140
41152000,-20.2406,-43.6825,318
41140080,-20.2139,-43.7317,564
41135000,-17.3692,-44.9431,62200
41090002,-18.1089,-45.4619,5186.2
41020002,-18.1869,-45.2528,50816.4
40990080,-18.215,-45.2592,50651.4
40963000,-18.6769,-45.5658,2214.8
40866000,-18.8717,-44.7828,11160
40865480,-18.8769,-44.7819,10415
40865400,-19.0742,-44.6806,10415
40865001,-19.1731,-44.7011,10200.2
40811100,-20.0475,-44.4089,113
40800001,-19.9489,-44.305,5690
40799000,-19.9483,-44.3056,5692
40740000,-20.1667,-44.1606,4120
40712500,-20.3744,-44.1858,0
40700080,-20.5075,-43.9864,2485
40700050,-20.5414,-43.9714,0
40686000,-20.5594,-43.9903,0
40450001,-19.2869,-45.11,11300
40410200,-19.5964,-45.1044,2010
40410180,-19.6397,-45.1106,1966
40410100,-19.6392,-45.1089,1966
40410080,-19.6961,-45.0947,11850
40330000,-19.6939,-44.9308,7350
40293000,-20.0561,-44.6106,411
40291000,-20.0611,-44.6069,411
40154080,-20.1036,-44.8436,2594.1
40152000,-20.1811,-44.7939,2530
40151080,-20.2394,-44.7539,2230
40130002,-20.4053,-44.6283,1705.6
40127000,-20.5072,-44.5422,840
40100001,-19.2814,-45.2953,13838.2
40100000,-19.2814,-45.2753,14000
39971000,-10.0303,-36.3053,1270
39964000,-9.3167,-36.6431,0
39870000,-9.5067,-36.0228,2600
39863600,-8.9956,-36.1244,152
39863500,-8.9831,-36.1561,86
39860000,-9.3792,-36.2492,1970
39855000,-9.3686,-36.3747,0
39830000,-9.3036,-36.4769,0
39810000,-9.275,-36.3911,0
39770000,-9.4672,-35.8597,3560
39760000,-9.3136,-35.9497,3290
39740000,-9.1544,-36.0358,2900
39720000,-9.0042,-36.0511,1170
39715000,-9.0019,-36.3264,128
39700000,-9.1678,-36.2175,767
39690000,-9.1322,-36.3231,624
39590000,-8.7992,-35.205,6550
39580000,-8.8411,-35.4469,756
39575000,-8.8825,-36.2186,808
39571000,-8.8967,-35.7678,352
39570900,-8.9906,-36.4717,0
39570800,-8.9903,-36.3828,0
39570300,-8.9453,-36.4908,0
39560000,-8.6794,-35.5769,4910
39550000,-8.6786,-35.7233,718
39540750,-8.8161,-35.9339,434
39540680,-8.8383,-36.12,0
39540670,-8.8017,-36.1578,0
39540650,-8.5242,-35.8367,0
39540640,-8.4417,-35.8075,0
39540635,-8.7842,-36.5247,12
39540630,-8.3544,-35.805,0
39540620,-8.3953,-36.0653,0
39540610,-8.3861,-36.0725,0
39540550,-8.5397,-35.8508,2950
39540500,-8.4703,-35.6947,2400
39530000,-8.4839,-36.2331,1210
39490530,-8.6428,-36.5803,0
39490000,-8.6272,-35.1958,1461
39480300,-8.6478,-35.2097,1439
39480100,-8.6497,-35.215,1437
39450400,-8.5222,-35.4847,540
39450000,-8.4972,-35.4978,537
39433000,-8.4675,-35.4014,295
39431000,-8.3803,-35.4553,139
39370100,-8.3697,-35.1422,3310
39360000,-8.2819,-35.3647,2960
39340390,-8.3597,-36.0408,2
39340380,-8.36,-36.0314,3
39340350,-8.3036,-36.0444,0
39340300,-8.3072,-36.0003,1960
39340200,-8.3458,-36.3747,126
39339950,-8.3103,-36.4258,28
39200800,-8.2364,-35.0497,576
39200550,-8.2881,-35.0717,0
39189800,-8.0919,-35.0383,238
39187900,-8.0236,-35.0803,0
39187800,-7.9986,-35.0392,7290
39175000,-8.0369,-35.1625,383
39170000,-8.1136,-35.2839,264
39151000,-7.9694,-35.1156,0
39146000,-7.8786,-35.1756,0
39145550,-7.8969,-35.3339,0
39136000,-7.9656,-35.7431,18
39135000,-7.9525,-36.0758,40
39131500,-8.1933,-35.7367,22
39125000,-8.0228,-36.1425,0
39114500,-8.5594,-36.9853,1
39114000,-8.2475,-36.3761,0
39113500,-8.1811,-36.3717,15
39113000,-8.0911,-36.3814,0
39112000,-8.0003,-36.2692,0
39105000,-7.9619,-36.3497,0
39100000,-7.9619,-36.2022,1560
39084080,-7.29,-34.9589,0
39084050,-7.1544,-34.9103,28
39084000,-7.5428,-35.0686,1320
39081250,-7.5128,-35.3269,276
39081230,-7.5128,-35.345,78
38886000,-7.085,-35.1903,100
38885500,-7.0592,-35.2761,10
38883000,-7.7494,-36.3133,0
38882000,-7.7647,-36.5503,0
38881000,-7.8183,-36.6792,0
38880500,-7.8875,-36.8342,0
38876000,-7.3572,-35.7406,2
38870000,-7.4419,-35.5611,0
38861000,-7.7025,-36.1619,0
38855150,-7.4881,-36.1378,12391
38855100,-7.4889,-36.1397,12400
38852000,-7.0675,-36.3478,316
38851900,-7.6281,-36.4444,0
38851800,-7.6706,-36.9006,0
38851500,-7.6489,-37.0772,0
38851400,-7.6936,-37.0881,0
38851000,-7.6067,-37.1544,0
38848500,-6.2017,-36.5653,77
38848000,-7.3864,-36.5328,0
38847000,-7.2497,-36.4958,0
38845000,-7.165,-36.7594,93
38844500,-7.2856,-37.0978,0
38844000,-7.4739,-36.6606,0
38843900,-7.4803,-36.6844,0
38843000,-7.3836,-36.8053,0
38842000,-7.3706,-36.9019,0
38839000,-7.2122,-36.8389,0
38830000,-7.7211,-36.5053,5030
38812000,-7.7872,-36.7342,1240
38811500,-7.8772,-36.9278,0
38811000,-7.8872,-37.1086,0
38794000,-6.8186,-35.1194,0
38793000,-6.6592,-35.6783,70
38775000,-6.8528,-35.2956,0
38748000,-7.3189,-35.7783,52
