Codigo,Lat,Lon,Area
64575001,-22.7183,-53.1767,673977
64571080,-22.6042,-52.8753,101000
64565500,-22.7231,-52.2786,960
64562000,-22.525,-52.0289,1396
64560000,-22.6106,-52.0017,5040
64547600,-22.9781,-51.8328,1230
64547500,-22.9864,-51.8222,1220
64546900,-23.0336,-51.7531,1060
64545860,-23.0981,-51.6378,800
64545840,-23.1239,-51.5917,770
64541000,-23.3258,-51.845,1240
64535080,-22.5406,-52.0003,88800
64516080,-22.6628,-51.3594,84700
64515920,-22.9408,-51.3244,0
64508500,-23.17,-50.7881,1050
64507000,-23.2497,-50.9839,21900
64506000,-23.3119,-50.9953,21900
64504210,-23.4653,-51.3094,20700
64501000,-23.6372,-50.9233,18700
64497010,-23.7494,-50.9081,547
64497000,-23.7489,-50.9406,536
64494000,-23.7306,-51.0378,450
64491000,-24.0322,-50.6925,16100
64490800,-24.045,-50.7128,14000
64489000,-24.0633,-50.7014,15423
64482000,-24.3603,-50.5939,13800
64480995,-24.4875,-50.3622,2240
64478150,-24.7278,-50.1211,1700
64478100,-24.7364,-50.1189,1688
64477000,-24.7506,-50.0881,1590
64474800,-24.7822,-50.0175,1200
64469850,-24.5275,-50.4072,8836
64464995,-24.5122,-50.4111,8920
64461000,-24.6533,-50.4528,759
64452190,-25.0356,-50.1025,450
64450001,-25.0222,-50.0569,400
64444000,-25.0756,-50.3889,4580
64441020,-25.4642,-50.5331,226
64390000,-23.1225,-50.4503,3386
64370000,-23.0858,-50.2853,5637
64362001,-23.3433,-50.1628,0
64360000,-23.7667,-49.95,2020
64345080,-22.9439,-50.5169,41300
64345075,-22.9378,-50.2492,39600
64334000,-22.8694,-49.9881,1049
64332080,-22.905,-50.0014,38800
64328050,-22.7739,-49.7408,3880
64320010,-22.9072,-49.6253,4270
64314950,-22.8886,-49.2011,450
64314900,-22.875,-49.2142,3436
64314700,-22.8453,-49.1622,3100
64310000,-22.9589,-48.9794,412
64309900,-22.9586,-48.9794,0
64309000,-22.9542,-48.7392,785
64308990,-22.9539,-48.7378,788
64278500,-23.0714,-49.8464,27945
64278080,-23.0678,-49.8375,28200
64270080,-23.1281,-49.7317,27800
64250010,-23.7331,-49.4303,1450
64247000,-23.7233,-49.5558,4230
64242000,-23.9767,-49.5958,1690
64241400,-24.1333,-49.6444,2028
64241300,-24.1364,-49.6511,1960
64241200,-24.2236,-49.6886,1400
64240000,-24.2642,-49.7317,969
64232000,-24.0244,-49.4617,1550
64231000,-24.0328,-49.4614,1550
64230800,-24.0481,-49.4578,1557
64230600,-24.0919,-49.4228,666
64230500,-24.1,-49.4667,689
64230450,-24.1092,-49.4697,686
64230400,-24.1503,-49.4853,572
64230350,-24.1683,-49.4914,543
64230300,-24.1822,-49.4908,555
64230250,-24.2056,-49.4856,531
64230230,-24.2228,-49.4858,531
64230200,-24.2411,-49.485,505
64221500,-23.1789,-49.3922,18408
64221000,-23.1869,-49.3842,18407
64220050,-23.1792,-49.3922,18300
64219200,-23.1603,-49.3786,18401
64219080,-23.1544,-49.38,18400
64215080,-23.21,-49.2292,17900
64198000,-23.7786,-49.0542,2110
64182000,-24.1336,-48.9664,412
64181000,-24.1342,-48.9667,410
64119000,-23.7986,-48.5867,2010
64115000,-24.0178,-48.7242,753
64114000,-24.02,-48.7222,755
64105800,-24.0625,-48.7244,768
64105000,-24.0644,-48.7269,710
64101000,-24.1683,-48.7142,645
64100000,-24.1692,-48.7131,579
64099000,-24.1886,-48.7297,75
64098000,-24.2133,-48.7061,510
64080000,-23.5928,-48.4914,5860
64007000,-23.8122,-47.67,10.3
64006900,-23.8142,-47.6728,10.3
64006500,-23.8403,-47.6531,240
63995090,-22.5072,-53.0133,572000
63995080,-22.4817,-52.9564,572000
63970000,-21.6633,-52.8675,31000
63968000,-21.6633,-52.8672,31000
63921000,-20.6808,-53.5564,10300
63920080,-20.6744,-53.5667,10300
63910000,-20.4408,-53.7175,8775
63905000,-20.4364,-53.7547,4611
63850000,-19.8808,-53.9408,1130
63805000,-21.7244,-51.2767,6840
63400000,-21.0033,-52.1678,21300
63270000,-20.0775,-53.1769,0
63260000,-20.0594,-53.18,0
63259000,-19.9353,-53.1825,0
63257000,-20.0486,-53.2972,0
63250950,-19.9794,-53.2694,271
63250910,-19.8744,-53.3686,271
63250900,-19.8789,-53.3636,6245
63250880,-19.8758,-53.3675,6145
63250850,-19.7936,-53.4861,0
63250800,-19.7394,-53.4519,6245
63250700,-19.6106,-53.4783,6245
63170100,-21.4592,-50.9211,7660
63007080,-20.7814,-51.6333,476000
63003200,-20.205,-52.0878,20300
63001740,-19.5481,-52.505,4224
63001680,-19.4375,-52.4639,3747
63001675,-19.2878,-52.4006,4600
63001670,-19.2856,-52.4003,3382
63001650,-19.23,-52.3653,4600
63001642,-19.2067,-52.3378,820
63001638,-19.2033,-52.3522,2174
63001635,-19.2,-52.3533,2172
63001608,-19.1411,-52.3814,1787
63001605,-19.0656,-52.5017,1103
63001603,-19.0606,-52.5286,1000
63001602,-19.0578,-52.5317,998
63001580,-19.5328,-52.5203,7288
63001560,-19.4764,-52.5397,7240
63001263,-19.3044,-52.6719,218
63001260,-19.3011,-52.6881,6520
63001260,-19.3011,-52.6881,6520
63001230,-19.245,-52.8794,5600
63001228,-19.245,-52.8808,5600
63001225,-19.2525,-52.8844,278
63001223,-19.0614,-52.9947,0
63001130,-19.0531,-52.9936,1140
63001125,-19.0406,-53.0019,991.16
63001120,-18.9478,-53.0239,686
63001117,-18.8814,-53.0739,522
63001100,-18.5589,-53.1375,1380
63001080,-18.5586,-53.1331,1379
63000100,-18.5478,-53.1228,1265
63000050,-18.4389,-53.0508,366
62900080,-20.6711,-51.2986,71000
62885700,-20.6264,-51.08,0
62885600,-20.5664,-51.0675,0
62871000,-20.9033,-50.2569,373
62849500,-21.2739,-50.2917,379
62829580,-21.1156,-50.2025,62300
62824000,-21.2039,-49.8792,419.37
62823000,-21.3572,-49.8444,549.9
62820080,-21.2967,-49.7839,57700
62820020,-21.1333,-49.2792,396
62817900,-21.7211,-49.5606,801
62815200,-21.8083,-49.1936,0
62800000,-21.6997,-49.0106,2710
62790080,-21.7575,-48.9914,44600
62780700,-21.8194,-48.8281,4121
62776800,-21.8494,-48.4917,2430
62776780,-21.8503,-48.4892,2385
62776750,-21.8478,-48.4903,2380
62776580,-21.8558,-48.3869,2170
62776450,-21.915,-48.2317,1650
62774500,-21.8881,-48.1472,237
62774000,-21.8881,-48.1422,234
62761250,-22.0736,-48.0628,775
62761200,-22.0744,-48.0453,768
62761000,-22.1114,-47.9964,609
62760800,-22.1244,-47.9319,569
62760044,-22.1611,-47.9014,218
62760043,-22.1678,-47.9036,21831
62758000,-21.9531,-49.0269,217.8
62752000,-22.0775,-48.4842,1800
62744080,-22.1533,-48.7525,36400
62743000,-22.205,-48.6525,642
62741000,-22.2619,-48.81,594
62729080,-22.5194,-48.5344,32800
62727500,-22.5131,-48.6439,944
62727300,-22.5269,-48.6486,935
62726800,-22.5953,-48.6997,684
62714000,-22.6928,-47.7781,10800
62707500,-22.7003,-47.7108,9050
62707300,-22.7161,-47.6511,8900
62705000,-22.7253,-47.6594,8900
62693000,-22.6967,-47.2878,2830
62692900,-22.6981,-47.2842,2830
62690500,-22.7447,-47.1492,2735
62681000,-22.7756,-46.9931,2490
62679000,-22.93,-46.8989,2130
62678900,-22.9339,-46.8958,2062
62674000,-23.0039,-46.7653,1870
62671200,-23.1058,-46.5958,1354
62638350,-22.6603,-47.2789,284
62638300,-22.6239,-47.275,260
62606000,-22.8186,-46.8844,2060
62605900,-22.8194,-46.8778,2056
62605100,-22.8506,-46.7797,1800
62600000,-22.8831,-46.6319,1690
62596150,-22.9064,-46.5169,1357
62560000,-22.9575,-47.8208,16100
62557000,-23.1461,-47.7956,5050
62556900,-23.1489,-47.795,5080
62512092,-23.5414,-47.3944,1065
62512090,-23.5508,-47.4411,1008
62512080,-23.5747,-47.4389,968
62512050,-23.5772,-47.4386,967
62510100,-23.5903,-47.4161,945
62510080,-23.6125,-47.3969,933
62473200,-23.6411,-47.1633,292
62472800,-23.7197,-47.1872,165
62400600,-23.1083,-47.1806,824
62379050,-23.2033,-47.3017,7890
62379000,-23.2094,-47.295,7890
62378900,-23.2556,-47.2583,0
62376000,-23.355,-47.0828,5860
62375000,-23.3625,-47.0375,5660
62373000,-23.3828,-47.0286,5850
62370100,-23.3914,-47.0039,5649
62370000,-23.3917,-46.9947,5630
62360060,-23.3678,-46.7547,530
62346000,-23.3164,-46.6039,0
62335000,-23.4411,-46.9089,4670
62285002,-23.7031,-46.6739,4133
62271000,-20.1144,-41.7856,167.39
62265100,-23.8172,-46.5203,4693
62265000,-23.3639,-46.4678,4723
62020080,-20.3797,-51.3686,377000
62019700,-20.5233,-50.5922,3364
61998080,-19.8628,-50.3475,139000
61997000,-20.1772,-50.0275,710.5
61991000,-20.1664,-49.6533,9130
61945080,-19.79,-49.6531,2660
61941080,-20.3011,-49.1967,118515
61924950,-20.4872,-48.4242,0
61915005,-21.0169,-48.1783,17300
61909100,-21.7833,-47.7906,343
61909050,-21.8983,-47.7753,270
61902000,-21.8461,-47.4742,10100
61899000,-21.9108,-47.3989,9670
61898500,-21.9269,-47.3253,9540
61895075,-21.8744,-46.8922,888
61895070,-21.8747,-46.8867,888
61895050,-21.9297,-46.8164,0
61895040,-21.9381,-46.8156,756
61895020,-21.9389,-46.8161,756
61895000,-21.9783,-46.8069,622
61890800,-22.0981,-46.5672,196
61890000,-22.025,-47.2872,6750
61884090,-22.3744,-46.9175,3800
61884080,-22.3797,-46.9006,3800
61880000,-22.3858,-46.7947,1390
61878500,-22.6056,-46.5064,466
61875000,-22.4258,-46.8172,269
61874000,-22.3161,-46.8106,1980
61873700,-22.2656,-46.6922,1171.8
61873600,-22.2592,-46.675,1250
61872600,-22.2797,-46.7594,1376
61872500,-22.2761,-46.7622,1294
61872200,-22.2758,-46.7453,1290
61871100,-22.2606,-46.7186,1281
61869700,-22.2661,-46.6922,1245
61865500,-22.27,-46.6042,933
61861010,-22.3183,-46.3219,404.02
61855000,-20.9086,-48.0875,12400
61834000,-21.1036,-47.7572,10700
61833000,-21.1017,-47.7586,10700
61830000,-21.3183,-47.4767,8490
61829600,-21.4142,-47.3353,7820
61828500,-21.4239,-47.325,7812
61828000,-21.4569,-47.2711,7698
61826000,-21.4203,-46.9622,649
61820000,-21.6236,-47.0353,4440
61819080,-21.6253,-47.0094,4430
61818080,-21.6014,-46.9494,4350
61817004,-21.5739,-46.8803,4060
61816500,-21.6206,-46.7967,319
61816200,-21.6264,-46.79,306
61815850,-21.5844,-46.7475,3100
61812000,-21.5583,-46.6583,2560
61811080,-21.575,-46.6236,2560
61810800,-21.5308,-46.6178,378
61807800,-21.7017,-46.5753,55
61807500,-21.7217,-46.5819,55
61807002,-21.7286,-46.6033,480
61806350,-21.7633,-46.605,1.7
61806300,-21.7678,-46.6075,455
61806200,-21.7717,-46.6044,455
61806100,-21.7758,-46.6028,1.7
61802502,-21.7217,-46.4556,1660
61796080,-20.1269,-48.5719,77200
61795100,-19.9094,-48.3911,1980
61787000,-20.2497,-48.1561,5890
61784500,-20.4375,-47.8906,4830
61784400,-20.4381,-47.8881,0
61783450,-20.55,-47.8153,4640
61783445,-20.5481,-47.8136,113
61783300,-20.5814,-47.78,4611
61783100,-20.6042,-47.7392,4429
61782800,-20.625,-47.7033,4116
61782100,-20.6436,-47.6753,3890
61782080,-20.6661,-47.6536,3915
61780800,-20.7083,-47.5853,3680
61776900,-20.7694,-47.4667,2900
61775000,-20.8414,-47.3139,503
61774800,-20.8397,-47.3019,502
61774600,-20.8411,-47.2942,497
61774200,-20.8533,-47.2669,476
61772000,-21.0856,-47.1494,449
61760080,-20.0344,-48.2222,67600
61758000,-20.1631,-47.8811,1301
61757000,-20.2142,-47.7064,68.4
61740080,-19.9922,-47.7583,63500
61740040,-19.9564,-47.6086,63440
61734080,-20.0211,-47.4358,62700
61731080,-20.1533,-47.2794,61100
61731000,-20.2617,-47.2506,0
61730080,-20.2842,-47.0636,59600
61712000,-20.6764,-46.8411,867
61710000,-20.8097,-46.8067,498
61699800,-20.8128,-46.8106,473
61696000,-20.6689,-46.8014,1456
61689000,-20.8017,-46.7053,1230
61688000,-20.8072,-46.7092,1227
61685000,-20.7706,-46.7197,1297
61684900,-20.7822,-46.7222,1248
61684500,-20.8389,-46.7044,1207
61684000,-20.8533,-46.7031,1190
61661010,-20.6753,-46.3386,52000
61661000,-20.6717,-46.3175,52000
61566000,-21.7383,-45.9583,724
61538000,-21.6069,-45.5086,6304
61537000,-21.6108,-45.4889,6300
61536100,-21.5256,-45.4606,6304
61536000,-21.5931,-45.4272,6184
61534000,-21.6414,-45.4,570
61528000,-21.6667,-45.3089,0
61526080,-21.9242,-45.4708,56.7
61511000,-21.7031,-45.2481,4174
61487080,-22.1597,-45.2828,167
61487000,-22.1619,-45.2772,161
61465600,-22.1156,-44.8397,84.1
61465500,-22.1158,-44.8394,84.1
61448880,-21.8064,-46.1353,344
61424900,-21.5861,-45.6631,0
61410000,-22.0536,-45.6992,7330
61395100,-20.4897,-47.8564,150
61395000,-20.4944,-47.8589,150
61370000,-22.3542,-45.8539,676
61342000,-21.9214,-45.4236,0
61305000,-22.2508,-45.7089,2810
61284500,-22.3717,-45.3472,507
61284000,-22.3692,-45.3344,501
61271000,-22.4458,-45.4242,869
61268800,-22.4853,-45.3483,157
61268750,-22.4936,-45.33,150
61268700,-22.4992,-45.3139,126
61262100,-22.5356,-45.3617,137
61262080,-22.5475,-45.3619,199.86
61262050,-22.5528,-45.365,199.86
61255300,-22.6011,-45.5483,31.73
61255100,-22.6122,-45.5661,29.19
61203000,-20.4517,-45.1531,2013
61198100,-20.8242,-45.0639,1506.003
61198080,-20.8178,-45.0603,1320
61197900,-20.7494,-44.9819,1106.793
61196000,-20.7711,-44.6978,258
61195700,-20.7747,-44.6956,258
61176000,-21.2331,-45.1736,1060
61150001,-21.1903,-45.0569,15800
61146080,-21.1417,-45.0353,15720
61135002,-21.1383,-44.7439,6050
61135000,-21.1425,-44.7397,6070
61116000,-21.08,-44.2339,0
61114500,-21.055,-44.21,0
61114000,-21.0544,-44.2036,0
61112000,-21.0208,-44.1483,0
61106900,-21.0939,-44.5839,0
61106800,-21.1214,-44.2344,2718
61078600,-21.3375,-44.8725,0
61078500,-21.3203,-44.87,1820
61065090,-21.2842,-44.6336,0
61065080,-21.2928,-44.6233,0
61061080,-21.325,-44.6161,6230
61060001,-21.6708,-44.3539,2050
61060000,-21.6889,-44.3508,1960
61040000,-21.9986,-44.4044,49.3
61031900,-22.0056,-44.4064,49.3
61024001,-21.9794,-44.6022,536
61014950,-22.23,-44.6661,172.55
61014920,-22.2317,-44.6675,172
61012001,-21.4925,-44.3267,2230
61009001,-21.9478,-44.1953,509
60975000,-19.2964,-51.1319,7010
60968000,-19.1075,-51.7208,4700
60961050,-18.8297,-52.1717,1850
60961030,-18.8197,-52.175,1850
60960800,-18.7506,-52.2394,1530
60960700,-18.74,-52.2836,1444
60960650,-18.7372,-52.2931,1444
60959800,-18.8,-52.3606,883
60959700,-18.7869,-52.375,883
60959600,-18.7444,-52.4117,883
60959500,-18.7667,-52.4431,883
60955000,-19.1978,-50.9556,7530
60944500,-18.7381,-51.7953,3923
60944000,-18.7317,-51.7989,3920
60943000,-18.6792,-51.8672,4050
60941000,-18.58,-52.0986,199
60935000,-18.4653,-52.3764,2690
60931000,-18.3658,-52.4758,1190
60927000,-19.22,-50.6764,3520
60921600,-19.1494,-50.7422,11957
60921500,-19.1617,-50.7619,11800
60920700,-18.9444,-50.9672,11400
60920500,-18.8131,-51.1694,10900
60920400,-18.8086,-51.1694,10961
60910300,-18.5756,-51.4736,9600
60910200,-18.4997,-51.5708,1110
60910100,-18.3753,-52.015,7000
60908000,-19.1164,-50.6417,13636
60906000,-19,-50.7056,13427
60905900,-18.8386,-50.9403,12865
60904000,-18.7258,-51.0044,12600
60903800,-18.7217,-51.0033,12573
60902000,-18.5358,-51.1444,12100
60901800,-18.5306,-51.1478,12050
60901000,-18.3019,-51.1494,2670
60898000,-18.0725,-51.1711,2030
60897500,-18.0708,-51.1731,2034
60897000,-18.0167,-51.2019,1950
60896000,-17.9772,-51.205,1750
60895500,-17.8669,-51.3808,1290
60891000,-18.3381,-51.2594,8720
60890000,-18.0856,-51.6175,6880
60889000,-17.9558,-51.7192,4730
60888000,-17.9467,-51.7267,4745
60886000,-17.9258,-51.7497,4590
60884000,-17.8197,-51.8233,4450
60883000,-17.6508,-52.0075,2110
60877080,-18.9889,-48.1903,170898.2
60854900,-19.0531,-49.6775,5185
60845500,-18.8622,-49.7339,7026
60842800,-18.9489,-49.3828,5920
60842600,-18.9411,-49.355,5900
60842200,-18.9458,-49.025,840
60842001,-19.0394,-49.0092,3800
60835000,-19.2369,-48.5667,1510
60805100,-18.0708,-50.1722,30925.2
60798000,-17.9678,-50.3325,12800
60794000,-17.7431,-50.4536,9837
60793000,-17.7289,-50.4522,9661
60791800,-17.6539,-50.4767,9518
60790001,-17.5408,-50.5556,6779
60787000,-17.4736,-50.5331,7007
60783000,-17.3661,-50.6419,6041
60781000,-17.3258,-50.6819,5950
60772000,-17.9808,-50.2469,17300
60765000,-17.7322,-50.1808,7890
60714000,-17.1083,-49.6892,4655
60711010,-17.9744,-51.7603,1326
60711000,-17.9733,-51.7619,1324
60710900,-17.9847,-51.7867,1311
60710800,-17.8692,-51.9339,535
60680004,-18.4775,-49.615,12283.13
60680000,-18.3489,-49.6017,11500
60670100,-17.3878,-49.2178,6120
60655500,-17.1939,-49.1208,0
60655001,-16.9919,-49.0636,5074
60650000,-16.6811,-49.1964,2830
60641100,-17.4208,-50.5269,240
60640100,-16.6128,-49.2811,1740
60640000,-16.6136,-49.2797,1740
60635200,-16.5694,-49.3292,1650
60634940,-16.3503,-49.4992,530
60626000,-18.4914,-49.5181,99600
60625080,-18.5019,-49.4914,99700
60622100,-18.5247,-49.2181,0
60622000,-18.525,-49.2156,1778.91
60621900,-18.5297,-49.2053,1765.74
60618000,-18.6664,-49.0636,1029
60617000,-18.6892,-49.0094,967
60614000,-18.5097,-49.2475,98970
60610080,-18.4081,-49.0989,94700
60591000,-17.7478,-48.8444,2410
60570080,-17.9878,-48.5328,27800
60564000,-17.5331,-48.5069,3310
60551000,-18.4903,-46.9281,181.9
60550900,-18.4889,-46.9275,181.88
60544990,-17.3283,-48.2392,20700
60540000,-17.1314,-48.1372,3680
60510100,-17.0169,-47.9275,0
60500200,-16.7875,-47.8856,5500
60500100,-16.7856,-47.8844,5472
60500000,-16.5375,-47.8006,4130
60492200,-16.0633,-47.6797,2360
60492000,-16.0508,-47.7442,146
60491000,-16.0356,-47.6853,98.9
60480550,-15.8925,-47.7228,69.5
60480310,-15.8753,-47.7228,54
60479280,-15.7911,-47.7622,1010
60479270,-15.7975,-47.7839,0
60479230,-15.7972,-47.7842,0
60478610,-15.8558,-47.8575,32.15
60478482,-15.945,-47.9383,11.9
60478481,-16.0497,-47.9378,0
60478480,-16.0647,-47.9425,49
60478251,-15.8194,-47.9556,0
60478185,-15.8753,-47.9661,0
60477607,-15.7283,-47.91,723
60477380,-15.7219,-47.8681,245
60477100,-15.6689,-47.9536,106.13
60474300,-15.7272,-47.6967,0
60473000,-15.6572,-47.6247,214.99
60472240,-15.6397,-47.5742,184.08
60472235,-15.6144,-47.5456,127
60454000,-16.7933,-47.9322,0
60453500,-16.7872,-47.9408,0
60453000,-16.6022,-48.0989,0
60448000,-16.3089,-48.0878,0
60444980,-16.3256,-48.1814,7230
60444950,-16.3211,-48.1869,0
60444850,-16.1264,-48.1494,572
60444700,-16.3269,-48.5953,673
60444500,-16.1544,-48.6664,1607
60444035,-16.0467,-48.0822,45.3
60443830,-16.0372,-48.1361,187
60439500,-16.0714,-48.3686,1226
60436400,-16.0528,-48.2444,77.5
60436350,-16.0211,-48.2703,930
60436186,-15.9311,-48.2575,0
60435500,-15.7778,-48.2314,433.37
60435405,-15.7622,-48.1594,0
60435200,-15.725,-48.1683,111.96
60391200,-18.6772,-48.5114,1687
60391000,-18.6814,-48.4997,1680
60390500,-18.7694,-48.4403,1605
60390080,-18.8106,-48.3861,1530
60381001,-18.9892,-48.1903,773
60381000,-18.9883,-48.1903,777
60359080,-18.6597,-48.4375,19200
60358080,-18.7892,-48.1481,18400
60351080,-18.9097,-48.0408,18000
60335500,-19.2375,-47.8017,15300
60335080,-19.1333,-47.6944,15300
60290000,-19.4144,-47.0436,1140
60280000,-19.3044,-46.8339,4910
60250000,-19.5175,-46.57,1300
60230080,-19.4858,-47.5417,3580
60229800,-19.5164,-47.4983,3373
60220000,-20.0139,-47.0172,1070
60203000,-18.1472,-48.2758,4092
60202000,-18.1436,-48.2703,3818
60200500,-18.0617,-48.2094,3556
60199000,-17.9525,-48.1539,0
60191000,-17.9092,-48.0831,978
60190000,-17.9211,-48.0308,1648
60180070,-18.6875,-48.0969,384.6
60180060,-18.6919,-48.0933,382.52
60179000,-18.5883,-48.1272,0
60160080,-18.4519,-47.9844,29100
60110001,-18.4914,-47.4067,1995
60110000,-18.4911,-47.4064,1906
60038200,-18.1042,-47.6922,10600
60038100,-18.0644,-47.6731,10697
60038000,-18.0453,-47.6753,10683
60029900,-17.4778,-47.6244,507
60022000,-17.4342,-47.4822,543
60020500,-17.3422,-47.4956,6747
60020400,-17.3461,-47.4914,0
60018800,-16.7578,-47.2342,0
60018500,-16.5114,-47.4528,0
60016000,-18.1814,-47.4831,10200
60011005,-18.6025,-46.5406,3632
60010000,-18.8411,-46.5508,2730
59311100,-22.6706,-43.7531,161
59311000,-22.6717,-43.755,161
59310000,-22.6861,-43.8222,340
59309000,-22.6858,-43.825,340
59307000,-22.7022,-43.8808,302
59306000,-22.7911,-44.0503,0
59305071,-22.9578,-43.2778,2.2
59245002,-22.5644,-42.8492,353
59139800,-22.2381,-42.0631,172
59139700,-22.2389,-42.0758,164
59139500,-22.2269,-42.1006,117
59139400,-22.1789,-42.1081,112
58974000,-21.7533,-41.3003,55700
58960000,-21.4872,-41.6167,7210
58940000,-21.2072,-41.8922,5800
58934000,-20.9633,-42.0372,1340
58933000,-20.9144,-42.0353,1271
58931500,-20.9147,-42.0275,1264
58931300,-20.9036,-42.0303,178
58930500,-20.8953,-42.0056,1042
58930000,-20.74,-42.0239,773
58929000,-20.7025,-42.0381,681
58928000,-20.7028,-42.0592,673
58927000,-20.7053,-42.0739,661
58924000,-20.6222,-42.1428,328
58921500,-21.1208,-42.1969,0
58921100,-21.0314,-42.1964,162
58920000,-21.1506,-42.2144,2660
58918180,-21.0989,-42.3381,1050
58918160,-21.0847,-42.3439,308
58918140,-21.0444,-42.3375,597
58918130,-21.04,-42.3286,597
58918120,-20.9994,-42.3681,597
58918100,-20.975,-42.3525,597
58912090,-21.0133,-42.4478,197
58912080,-21.0025,-42.4756,175
58905080,-21.1967,-42.5717,231
58880001,-21.6453,-41.7522,48900
58863500,-21.9214,-42.2519,448
58863000,-21.9142,-42.2578,448
58858500,-21.9253,-42.31,376
58858000,-21.9344,-42.3242,369
58848200,-21.9119,-41.9581,3170
58847500,-21.8978,-42.0469,1547
58847000,-21.8994,-42.0478,1543.31
58846800,-21.9353,-42.0911,1490
58846700,-21.9367,-42.0906,1488
58846000,-22.0242,-42.1344,1370
58829400,-22.0944,-42.2783,1119
58829200,-22.1219,-42.3092,979
58828600,-22.1369,-42.3522,842
58828500,-22.1392,-42.3519,831.7
58828200,-22.1669,-42.3481,249
58828000,-22.1656,-42.3689,583
58792100,-21.6211,-42.1,8530
58790002,-21.5422,-42.1806,8210
58788600,-21.4453,-42.3919,0
58788500,-21.4475,-42.4056,0
58788200,-21.3636,-42.4772,0
58787000,-21.45,-42.5792,0
58770000,-21.3894,-42.6964,5880
58764900,-21.4758,-42.8453,406
58764800,-21.5183,-42.9172,406
58753180,-21.4947,-43.4189,368
58753150,-21.4889,-43.4553,221
58753140,-21.4914,-43.4719,72.3
58753120,-21.4864,-43.4589,0
58753100,-21.4831,-43.4603,2216
58753080,-21.4383,-43.5147,95.7
58746000,-21.5067,-43.3669,0
58745080,-21.4897,-43.4028,382
58737100,-20.9069,-42.6614,57.3
58737050,-20.9011,-42.6547,51.3
58736000,-21.2983,-42.8194,1280
58735000,-21.3069,-42.8619,2350
58732000,-21.3014,-42.9081,2300
58731800,-21.3036,-42.9139,162
58731700,-21.2725,-42.9383,0
58731500,-21.315,-42.945,305
58731300,-21.3361,-42.9667,1810
58731000,-21.3375,-42.9658,1790
58730100,-21.3744,-42.9942,1770
58730080,-21.3594,-43.0494,1650
58730001,-21.3556,-43.0503,1650
58729800,-21.3258,-43.0844,0
58713600,-21.3039,-43.1992,783
58713550,-21.2994,-43.2086,787
58713500,-21.2872,-43.2286,782
58712000,-21.2336,-43.3192,787
58680001,-21.6658,-42.0811,36600
58653500,-21.8353,-42.5817,34400
58652000,-21.8525,-42.6064,34300
58650500,-21.9225,-42.6169,0
58632000,-21.9203,-42.7933,33000
58630030,-22.0344,-42.9903,0
58620000,-22.0864,-43.1511,8560
58612000,-22.0914,-43.1453,0
58610500,-22.0808,-43.1517,7398
58610400,-22.0775,-43.1564,7378
58594000,-22.0075,-43.2622,7177
58593900,-22.0111,-43.2694,7175
58593800,-22.0142,-43.2831,7180
58593700,-22.0214,-43.2992,0
58591000,-22.005,-43.3211,7170
58586000,-22.0847,-43.56,3250
58585000,-22.0844,-43.5589,3110
58551000,-22.0858,-43.8183,1740
58550001,-22.0861,-43.82,1800
58548500,-22.04,-43.7681,158
58548400,-22.0397,-43.78,116
58544000,-22.1569,-44.0853,0
58543000,-22.1531,-44.0903,0
58536500,-22.185,-44.2669,54.3
58536000,-22.1806,-44.2778,58.9
58530000,-22.2708,-44.39,284
58521085,-21.9831,-43.3489,3680
58521080,-21.9783,-43.3633,3720
58520000,-21.9667,-43.3744,3640
58519050,-21.9675,-43.3736,3473
58519030,-21.9244,-43.3492,3561
58517000,-21.8769,-43.3269,1261
58512080,-21.9106,-43.5361,1750
58512075,-21.8847,-43.54,1702
58512040,-21.7767,-43.6044,1500
58512030,-21.7497,-43.6803,710
58490100,-21.8578,-43.3339,0
58489010,-21.8056,-43.3114,0
58489000,-21.7964,-43.2972,1060
58487000,-21.7869,-43.3103,1000
58480501,-21.7778,-43.3256,1015
58470800,-21.7189,-43.3947,831
58442000,-22.1414,-43.1586,2040
58440000,-22.1403,-43.1542,0
58435000,-22.2042,-43.16,368
58434500,-22.2183,-43.1653,334
58433950,-22.2994,-43.1775,287
58433900,-22.2997,-43.1789,287
58430000,-22.2,-43.1564,1610
58429500,-22.2094,-43.1386,1606
58429000,-22.2244,-43.0914,1050
58428000,-22.2261,-43.0781,1047
58421100,-22.1639,-42.8917,0
58421000,-22.1892,-42.8914,0
58385100,-22.1164,-43.2003,21600
58385000,-22.1197,-43.2075,21600
58380001,-22.1628,-43.2864,21400
58370000,-22.45,-43.7972,19800
58358000,-22.5314,-43.8186,2930
58352000,-22.6289,-43.895,0
58351500,-22.63,-43.895,2130
58351000,-22.6828,-43.8731,58
58350001,-22.6625,-43.9567,626
58347000,-22.7714,-44.0911,48.4
58345000,-22.7489,-44.1247,385
58339001,-22.5389,-43.7775,270
58338500,-22.7847,-44.1878,0
58336000,-22.7792,-44.2269,122
58335900,-22.7914,-44.2392,122
58335000,-22.8319,-44.1972,0
58318002,-22.4794,-43.8344,16700
58318001,-22.5111,-43.8244,16800
58318000,-22.4819,-43.8386,16600
58315000,-22.4983,-43.93,16400
58305000,-22.5008,-44.0908,16000
58300000,-22.5375,-44.1758,15800
58286000,-22.5419,-44.2375,389
58242000,-22.5003,-44.5542,13400
58240080,-22.5303,-44.5669,13400
